id,keywords,year
"128407109X_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"128407109X_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"128407109X_00000040.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"128407109X_00000050.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"128407109X_00000060.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"128407109X_00000070.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"128407109X_00000080.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"1284072029_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1945"
"1284072029_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1945"
"1284072029_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1945"
"1284072029_00000040.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1945"
"1284072029_00000050.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1945"
"1284072029_00000060.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1945"
"1284072029_00000070.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1945"
"1284072029_00000080.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1945"
"1284072029_00000090.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1945"
"1284072029_00000100.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1945"
"1284074374_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1942"
"1284074374_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1942"
"1284074374_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1942"
"1284074374_00000040.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1942"
"1284074374_00000050.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1942"
"1284068846_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1900"
"1284068846_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1900"
"1284068846_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1900"
"1284068862_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1900"
"1284068862_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1900"
"1284068862_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1900"
"1284070662_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"1284070662_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"1284070662_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"1284070662_00000040.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"1284071693_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"1284071693_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"1284071693_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"1284071693_00000040.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"1284071693_00000050.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"1284072118_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1945"
"1284072118_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1945"
"1284072118_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1945"
"1284072118_00000040.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1945"
"1284072118_00000050.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1945"
"1284072290_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1946"
"1284072290_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1946"
"1284072290_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1946"
